Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,职责：开发微服务平台系统。要求：1.正规大学本科以上学历。2.3年及以上Python开发经验，精通Python开发。3.精通Django框架，有实际应用项目经验。4.熟悉HTML5，Javascript，Json，熟悉Mysql数据库，熟练使用SQL。5.有websocketserver开发经验者优先。6.有Redis开发、部署经验者优先。7.了解HTTP协议，微服务，以及RestfulAPI。8.熟悉云服务平台（google，ali），了解服务器的部署和监控，了解负载平衡。9.了解敏捷开发，熟悉软件设计模式。职能类别：互联网软件开发工程师高级软件工程师关键字：PythonDjangoHTML5JavascriptJsonMysqlSQLHTTPRestfulAPI微信分享
python开发工程师(J11765),作业帮教育科技（北京）有限公司,北京-海淀区,2-4万/月,"工作职责:-负责班主任业务的数据平台和数据产品研发。-开发并实现优秀的数据流、数据架构、数据工具/产品，提供高可用的数据服务，发挥数据价值。-持续优化系统性能，攻克技术难题任职资格:-计算机或相关专业本科及以上学历，2年以上大数据开发经验,扎实的数据结构和算法功底。-编码能力强，熟练掌握数据结构和算法；-熟悉linux平台，熟悉至少一种脚本语言（Shell/Python/Scala）-熟悉大规模数据处理、分布式计算等相关技术，如Hadoop、Hive、Spark、MapReduce等，有较丰富的实践经验-思路清晰，具有良好的自学能力、良好的团队合作和沟通协作能力；职能类别：数据库工程师/管理员微信分享"
Python教学研发经理,北京八维研修学院,北京-海淀区,2-2.5万/月,任职要求：1，具有3年以上python相关开发经验，熟悉设计模式；2， 数据结构和算法基础扎实，熟悉C++ 等编程语言；3，深入了解Http协议 和 web登录认证机制，熟悉web前端，可读懂js代码；4，熟悉MySql、Oracle、Redis、MongoDB等数据库的开发与应用；熟悉Linux常用命令； 5，熟悉搜索引擎原理，了解大数据相关技术，有爬虫或大型分布式系统相关工作经验；6，掌握网页抓取原理及技术，了解基于Session的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；7，了解多线程、多进程、网络通信编程相关知识，有过海量数据爬取经验、清洗项目经验；岗位职责：1、研究行业技术，为教学提供技术支持。2、做项目案例。3、研发相关配套的技术教学资料。4、做教学标准化相关工作。职能类别：互联网软件开发工程师关键字：python微信分享
11215N-Python开发工程师,平安科技（深圳）有限公司,北京-朝阳区,30-40万/年,"1、负责云数据库用户相关平台设计和开发工作；2、研发基础服务组件，解决实际需求，减少重复开发；3、对现有的平台进行整合升级，进行二次开发工作；任职资格：1、熟练使用Python语言，有实际PythonWeb项目经验，有数据库运维平台项目经验者优先；2、熟练掌握至少一门Pythonweb开发框架（Django、Flask、Tornado等）；3、熟悉自动化配置管理工具如saltstack、Ansible；4、熟悉MySQL/PostgreSQL/Redis/MongoDB；5、熟悉Linix/Unix操作系统，熟练shell编程；6、熟悉JavaScript,jQuery,HTML,CSS等前端技术，有react、vue开发经验者优先；7、具备较强的学习能力和责任心，良好的沟通能力、文档编写能力，有github开源项目者优先。8、喜欢钻研开源技术及自动化技术，具有较强的分析、解决应用问题的能力；职能类别：高级软件工程师微信分享"
高德-Python后端开发专家,阿里巴巴集团,北京,[],1.负责汽车事业部研发工具及业务信息管理平台建设，提升业务自动化、信息化程度，助力各业务团队降本提效；2.面向车厂客户的在线服务端应用项目交付及维护，保障服务性能和高可靠性；3.?根据业务规划及团队目标，规划及实施后端技术架构的优化及改进，提升软件复用性、扩展性、维护性，实现高效高质量开发；1.全日制统招本科及以上学历，2.5年以上Web后端开发经验，编程基本功扎实，精通Python及主流开发框架。熟练掌握常用数据结构和算法，MySQL数据库及主流NoSQL数据库。熟悉异步框架、集群与负载均衡、消息中间件、容灾备份等技术；3.具有研发效能工具或企业应用系统（如ERP/CRM/BPMS）的架构与开发经验；4.具备优秀的需求理解及业务抽象能力，可以将复杂业务需求进行合理地领域划分，并正确建立软件模型；5.有较好的沟通交流及跨团队协作能力，善于主动思考和行动，承压能力强；加分项：1.掌握其他后端开发技术栈（Java/Go?/NodeJS/PHP等），或具备前端开发经验??;2.熟悉云平台，熟悉K8S/docker等云原生组件；3.具备一定的团队管理经验；职能类别：互联网软件开发工程师微信分享
Senior Retail System Engineer(Python),绫致时装（天津）有限公司,北京-朝阳区,1.5-2万/月,工作职责：基于用户需求负责应用程序框架设计和开发、维护及系统运维制定并推进团队的编码规范，编写高质量、结构清晰、易读、易维护的代码协助UAT验收负责应用系统的高可用性能力要求：目标驱动和自我驱动精通Python，5年以上专职开发经验，熟悉基于Python代码的性能分析和优化有基于关系型数据库开发大型应用的经验；有基于PostgreSQL开发经验者优先具备优秀的编程习惯，具备较强的研发与设计能力较好的逻辑思维能力和沟通能力，热爱技术，能独立解决问题思路清晰，具备良好的沟通、理解和学习能力能承受工作压力职能类别：系统工程师微信分享
python爬虫工程师,北京泛博瑞咨询有限公司,北京-朝阳区,0.6-1万/月,1.负责多平台信息爬取和页面内容的提取分析;2.负责爬虫系统的架构设计和研发，独立进行抓取和清洗工作;3.负责大规模数据爬虫的性能优化工作;4.负责HTTP、AJAX等各类网络请求分析，探索和研究高效的数据抓取解决方案5.不断完善和重构现有爬虫系统，通过对抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台。6.有较强的技术分析调查能力，本科及以上学历，软件开发、计算机等相关专业7.精通以python3.熟悉SQLServer数据库开发，有较好的数据库编程能力。8.负责自动生成程序编写工具优化、改善现有流程，减少人工操作部分，提高工作效率。9.必须有项目制作经验，需要带展示报告成果。10.具备良好的沟通和执行力，学习能力强、有良好的团队协作精神。11.具备足够的责任心和质量意识，能积极对新技术、难点技术进行学习和研究。12.如有AI技术解决实际业务问题方面的经验，优先录取职能类别：互联网软件开发工程师微信分享
Python高级开发工程师,中软国际科技服务有限公司,北京-西城区,1-1.5万/月,1、熟练使用Python语言，了解python主流模块2、熟悉深度学习方法原理，熟练掌握至少一种深度学习框架，如Caffe、TensorFlow、Keras、PyTorch等。3、拥有一年以上深度学习实际项目经验，对环境搭建、网络结构设计、训练、大规模数据处理有丰富的实践经验。4、对视频格式，视频传输有一定了解者优先 5、有网页前端编程经验者优先职能类别：软件工程师关键字：视频传输微信分享
资深Python工程师,北京红铅笔广告有限公司,北京,1.8-3.6万/月,1、负责人工智能产品相关的基础架构设计和研发工作;2、负责根据产品和项目计划按时完成功能模块的架构设计、编码、测试的全流程工作;3、负责提供高并发的数据请求分析的处理能力；4、负责持续优化系统架构，提高系统的容灾容错能力，保证系统的可运维、高可用性、高可靠性。任职要求:1、计算机相关专业，大学本科及以上学历，两年以上开发经验，熟悉后端开发相关技术；2、具备全面的软件知识结构，基础扎实，精通常用数据结构与算法，算法设计与实现功底扎实，有较强的架构设计和逻辑思维能力；3、熟练使用Python语言，熟悉使用常用模块，完成过基于Python的大型项目；4、熟悉Tornado、Django或Flask三种框架之一；5、熟悉主流数据库和缓存系统，如MySQL、Redis、MongoDB等；6、熟悉Nginx部署，有独立部署经验；7、熟悉Linux基本操作，了解Shell脚本，有Linux下的多线程编程和性能调优经验，熟悉后端同步互斥的控制；8、具备良好的沟通能力和团队协作能力，工作态度严谨。加分项:1、熟悉机器学习、大数据技术者优先；2、对人工智能行业兴趣浓厚者优先。职能类别：高级软件工程师微信分享
Python高级开发工程师,成都堆氧文化传播有限公司,北京,3.5-6.5万/月,"1、精通python,熟练掌握Django,Tornado，Sqlalchemy，Celery等主流Python框架或NodeJS相关框架；熟练掌握MySQL数据库，具备MySQL索引优化、查询优化的能力；2、学历要求：须统招本科以上学历，985,211优先考虑；职能类别：高级软件工程师自然语言处理（NLP）关键字：pythonSQL微信分享"
python开发工程师,北京捷通华声科技股份有限公司,北京,1.5-2.5万/月,职位描述：1.负责Python相关软件、后台服务程序及接口开发2.建立和完善开发文档；3.协助对所开发的功能进行测试，协助产品部署。任职资格：1.毕业于211或985院校、统招本科及以上学历，或有海外留学经历；2.3年以上Python开发经验，熟练掌握Python的使用；3.具有实际项目开发经验，承担过核心开发任务；4.了解并掌握Django、web.py、Tornado中至少一种Web开发框架；5.熟悉Mysql、Mongodb数据库，了解redis，熟悉linux平台开发。6.具有规范的编程习惯与文档编写能力，积极配合公司各项规范化建设工作；7.具备较好的学习能力、问题分析能力，可以独立调试解决问题；8.良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的开发经验。9.同时具有java开发，hadoop，hbase经验者优先。职能类别：高级软件工程师微信分享
Python开发工程师,深圳市东方华信科技有限公司,北京-朝阳区,1-1.5万/月,1．计算机及相关专业全日制本科或以上学历，3年或以上工作经验，熟悉JAVA开发；2．熟悉应用软件设计方法和模式；3．熟悉Oracle/DB2/Sybase等大型数据库开发（至少一项）；4．熟练使用软件开发过程中的常用工具，如ECLIPSE/MYECLIPSE、SVN等；5．善于学习和思考，具有良好的沟通能力、良好的团队合作精神，工作严谨细致，有责任心；6．具有信息安全项目、银行业应用软件开发经验者优先。职能类别：系统分析员系统架构设计师关键字：系统分析设计项目经理SOA安全python微信分享
Python开发工程师 - 变现业务,字节跳动,北京,2.5-4万/月,职位描述:1、负责今日头条商业变现产品后台服务的设计、开发、优化等研发工作，保证产品的质量和开发进度；2、负责客户增长相关技术的设计与实现；3、研究新兴技术，对产品进行持续优化。职位要求:1、本科及以上学历，计算机相关专业，基础知识扎实；2、聪明，学习能力强，有独立解决问题的能力；3、熟悉面向对象编程，掌握java/c++/python/php中的至少一门语言；4、良好的编程习惯，追求极致的代码品质，熟悉常用设计模式和一般项目的开发流程；5、开朗上进，积极沟通，善于团队协作。职能类别：互联网软件开发工程师微信分享
Python开发工程师,北京中软融通科技有限公司,北京,0.7-2万/月,岗位职责：1.搭建系统开发环境，完成系统框架和核心代码的开发，负责解决开发过程中的技术问题2.负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作3.研究并跟踪IT前沿技术任职要求：1.大学本科或以上学历，计算机或相关专业毕业，2年以上开发经验2.熟悉Linux操作系统3.熟悉HTTP、TCP/IP等协议4.熟悉常用数据结构及算法5.精通Python，掌握爬虫技术，熟悉pyspider框架等；熟悉Django、tornado框架6.熟悉MySql数据库和Redis、MongoDB等NoSQL技术7.有移动互联网、微信公众号、小程序开发经验者优先8.需具备独立设计数据库并且独立开发内部系统的能力9.具有良好的编程思想、沟通、团队合作精神、优秀的分析问题和解决问题的能力，能够独立承受工作压力职能类别：高级软件工程师软件工程师微信分享
Python(RPA)实施开发工程师（软件）,上海艺赛旗软件股份有限公司,北京,0.8-1.2万/月,职位信息1.负责机器人流程自动化RPA产品的Python脚本开发工作；2.负责机器人流程自动化RPA产品的流程实施及配置工作；3.负责支持现场配置实施人员完成流程的设计及配置；4.完成上级领导交给的其他工作任务岗位任职资格：1.熟练掌握Python语言2.一年以上开发经验，具有设计，性能优化经验，良好的编码规范3.能够适应短期出差的工作安排。职能类别：技术支持/维护经理技术支持/维护工程师关键字：Python软件技术支持开发微信分享
高级Linux工程师（c/c++ 、php、python）,北京安德信业信息咨询有限责任公司,北京,30-55万/年,职责描述：1.负责后台系统的设计与实现，包括：推荐、消息、存储等；2.保证后台系统7*24运营和高效应急反馈；3.配合产品和市场部门，做好产品的运营支持。任职要求：1.熟悉linuxc/c++、php、python的一种或多种；2.熟悉网络编程，深入理解HTTP、TCP/IP等网络协议；3.深入理解数据库或NOSQL系统，有实际数据库调优或NOSQL使用经验；4.有良好的数据结构和算法基础。加分：1.工作5年依然热爱编码；2.熟悉mongo、redis、Nginx等开源项目；3.有过存储或IM系统经验；4.喜欢控制，有代码洁癖；5.有过搜索系统经验。职能类别：高级软件工程师系统工程师微信分享
Python/PHP开发工程师,北京华脉世纪石油科技有限公司,北京,0.8-1万/月,"岗位职责：1、根据需求完成软件模块的详细设计；2、完成相关开发文档；3、网站设计、开发、升级、维护；4、设计文档编写；5、信息安全管理；任职资格：1、重点大学、计算机相关专业、本科及以上学历，英语四级及以上水平； 2、能够熟练进行Python/PHP开发；3、熟悉数据库开发；4、工作态度认真、主动，做事踏实、细心，性格沉稳，为人诚恳；5、具备一定的沟通能力，思路及表达清晰；具备独立工作能力。职能类别：互联网软件开发工程师网页设计/制作/美工关键字：Python,php微信分享"
服务端开发工程师（Python方向）,奇虎360科技有限公司,北京,2-2.5万/月,"岗位描述：1、云服务（服务化）开发，微服务和devops；2、后端功能/工具的调研和开发；3、负责代码架构设计和搭建，参与关键技术难点攻克；4、对代码质量负责，参与实现正确、高效、稳定的应用。任职要求1、统招本科及以上学历，计算机或相关专业；2、熟练Python语言,工作/生活中遇到特定问题时，可快速通过编写代码解决；3、了解操作系统原理，熟悉进程和线程之间的主要特性和通信方式；4、熟练使用至少一种Web框架及MySQL、Redis、MongoDB、RabbitMQ等资源类组件；5、以Unix-likeOS为工作平台，具备简单的shell/vim能力，熟练使用Git；6、熟练使用Docker，了解并使用Kubernetes/Mesos/Swarm中的一种或多种容器管理工具者优先；7、具有良好的编程思想、沟通、团队合作精神、优秀的分析问题和解决问题的能力。职能类别：软件工程师微信分享"
ETL工程师/Python工程师,北京融英乐知科技有限公司,北京-西城区,1.5-1.9万/月,必会技能1.Python2.ETL【工作职责】1、负责数据仓库上游接口开发及测试2、负责整合层和汇总层脚本开发及测试3、分析影响性变更，并对脚本进行修改4、根据数据库特性，优化上线脚本5、根据项目情况参与Python开发工作【职位要求】1、熟悉Oracle/DB2数据库，熟悉SQL编写和优化；2、熟悉Python语言，能够独立完成开发任务；3、会使用DataStage、Informatic等ETL工具；4、了解关系型数据库、数据映射、熟悉数据仓库；5、熟悉Linux、Unix环境和Shell脚本编写；6、熟练掌握ETL作业配置并能使用调度工具进行日常运维工作7、能独立完成安排的开发任务具备良好的沟通能力，表达能力，团队协作力以及责任心有金融项目开发经验优先8、熟悉基金业务者优先9、有Python实际开发经验者优先职能类别：软件工程师高级软件工程师关键字：ETLPython微信分享
Python开发高级工程师,融联易云金融信息服务（北京）有限...,北京-海淀区,1-2万/月,岗位职责：1、负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作；2、完成系统框架和核心代码的实现；3、对新技术有很强的学习能力；4、有较强的学习金融业务的能力。5、有较强的团队协作和管理能力。任职要求：1、3年及以上python开发经验；2、熟练使用python语言；3、熟练运用nginx、mysql、redis等；4、熟练网络编程；5、熟悉PostgreSQL，具备数据库应用、设计能力；6、对新技术有很强的学习能力；7、有较强的学习金融业务的能力。职能类别：高级软件工程师软件工程师微信分享
服务端python开发（游戏行业）,北京牧游科技有限公司,北京-海淀区,1.5-2万/月,1.负责S级手游游戏研发工作2.与团队其他成员分工合作，研发新的系统功能3.对于产品现状进行分析，提出优化方案4.在产品研发过程中，参与到研发流程中来，提出自己的见解和看法职位要求1、3年开发经验以上，计算机相关专业毕业，具备良好的计算机基础知识。2、熟悉Python语言以及常用的库。3、熟悉常见算法和数据结构。了解http协议、Socket传输4、熟悉SVN/Git版本控制工具。5、熟悉主流关系／非关系型数据库的使用，如Oracle/MySql、MemCache/Redis等。了解基本的设计、优化原则。6、熟悉Linux系统的日常使用和管理。7、优秀的沟通能力、责任感和团队合作观念。8、有游戏工作经验更佳职能类别：多媒体/游戏开发工程师关键字：游戏服务端微信分享
Python工程师,上海维恩孛特信息技术有限公司,北京-西城区,0.8-1.6万/月,"岗位要求：1、精通python(如sklearn、tensorflow等)；熟悉R/sas/spss等工具；2、有自然语言处理、个性化推荐、数据挖掘等相关领域项目经验；3、精通主流机器学习算法，熟练掌握各种深度神经网络(DNN,CNN,RNN,LSTM等)，并能够将其应用于特定场景中去；4、熟悉中国市场信贷、股票、债券、基金等产品和规则，有量化相关从业经历者优先；职能类别：软件工程师关键字：pythonsklearntensorflow数据挖掘算法微信分享"
研发工程师（Python/Golang/Linux C）,北京傲盾软件有限责任公司,北京-海淀区,0.5-1.5万/月,岗位职责：  1. 安全云平台研发。  2. 互联网安全产品研发。  3. 经过公司岗位培训后，能快速学习Python和Golang开发语言，与C语言配合开发云平台。  4. 快速学习安全云计算业务内容，理解并掌握，以运用到实际业务模块开发中。  5. 快速学习公司云平台开发框架，理解并熟练使用，以开发相关业务模块。  6. 基于Openstack开发和部署相关分布式网络操作系统，云计算管理平台。  注：根据任务分工，各自完成以上部分相关工作。职位要求：  1. 应届计算机及通信专业本科以上学历。（实习生如果自学能力强也可放宽此条件）  2. 大学其间，基于C/C++、Python的算法及数据结构学的扎实，开发过较复杂的业务逻辑模块。如果有实力或毕业设计等作品，可以带作品面试。  3. 在大学学习有其它文体特长，品学兼优者优先录用。  4. 有成熟的毕业设计和实习作品，且真实为本人实操，深入理解和运用。且较符合当前岗位需要的经验、算法亦优先录用。  5. 对云计算、互联网安全、容器即云、Openstack、底层通信协议、分式计计算有强烈的学习兴趣，愿意未来投入全部精力深入钻研。职能类别：通信技术工程师高级硬件工程师微信分享
Python/Java Software Engineer,北京莱博智环球科技有限公司,北京-朝阳区,1.4-1.6万/月,"WhatYou'llDo Youwillworkwithoursoftwareteamtodevelopanddeliveranunprecedentedend-to-endlocalizationautomationsolutionthatsupportsourcloudandonpremisessoftwareproductsinuptomultilanguagesspokenaroundtheworld.Thisisanidealopportunityforsomeonewithstrongtechnicalskillsandispassionateaboutculturesandlanguages.Yourresponsibilitywillinclude: Establishoperationalandtechnicalprocedures,developtoolsandintegrationsolutionstoautomateandstreamlineinternalworkflowandprocessesPerformdaytodaylocalizationsoftwareengineeringworkforsoftwareuserinterfaceanddocumentationCreateandmaintainhighqualitylanguagepacksinvariouslanguagesforthecollaborationproducts,bothonpremiseandcloudbasedTroubleshoot,resolve,anddocumentlocalizationissuesandcustomercases           WhoyouwillworkwithYou'vegotexperiencecreatingautomationtoolsandsolutionsforsoftwareandweb-basedapplications.Youwillworkwithagroupofprofessionalsdeliveringculturallyappropriate,highqualitylocalizedproductsoftwareanddocumentations.Youhaveanuniqueopportunitytojointhishighlyempoweredcollaborativeteam.  WhoYouareYouareamotivatedself-starterwhoishighlyresultsdriven,lovewhatyoudo,andstrivetoachieveengineeringexcellenceandtakeinitiativeinyourongoingself-development.Inspireteamworkandcollaboration.   Ourminimumrequirementsforthisrole:  Bachelor'sdegreeorMasterspreferablyinComputerScienceorotherrelatedengineeringdiscipline.2yearsoffullyengagedPythonsoftwareengineering,development,andtesting,inascrumorpairedprogrammingenvironments2yearsofexperienceinJavadevelopment,HTML,CSS,andJavaScriptWorkingexperiencewithCI/CDsystemsGit,GitHub,JenkinsAbilitytolearnandadapttonew,complexdevelopmentenvironmentswithdeepdiveanalyticalskillsandquantitativeproblem-solvingability            Ourdesiredrequirementsforthisrole:Localizationengineeringexperiencepreferred.ExperienceinenterpriseapplicationsWorkingknowledgeofcloudplatforms(suchasAWS)andSQLExperienceinTranslationMemoryManagementSystems(XTMCloudorWorldServer)orComputerAidedTranslationstools(PassoloorTrados) Self-starterwithdemonstratedabilitytolearnquickly,takeinitiative,andbeaccountableforresultsanddeadlinesFlexibilityandcreativityinplanningandproblemsolvingthroughouttheproductlifecycle,fromhighlevelconceptualdesigntodetailedimplementationandtestingtasksAbletocommunicateandcollaborateeffectivelywithteammembersofvariedworkstylesUnderstandingfordiversecultural,politicalandreligiousenvironmentsandbeabletoworksuccessfullyinthoseenvironments.Maintainingasenseofhumorinstressfulsituations职能类别：软件工程师关键字：PythonJava微信分享"
Python开发工程师,北京爸爸的选择科技有限公司,北京-朝阳区,1.2-2.4万/月,岗位职责：1、参与开发和维护后端Python服务框架；2、参与开发和维护数据统计、分析系统。任职要求：1、大学统招本科及以上学历（985/211优先考虑），计算机相关专业，五年以上web服务端开发经验；4、良好的编码和文档习惯，注重代码风格，熟悉各种设计模式和原则，能持续的关注和优化自己做的项目;5、精通Python语言，精通Flask、Tornado或其他Web框架；6、熟悉常用的互联网技术，包括但不限于MySQL、NoSQL、MQ、缓存技术、微服务架构等并具备性能优化能力，有较强的数据结构设计能力;善于抽象、总结、思考，对技术有执着追求;7、兼具独立开发与协作开发的工作能力，适应结对开发；8、熟悉大规模高并发访问应用开发经验者优先；职能类别：软件工程师微信分享
后端高级工程师（Python）,中建材信息技术股份有限公司,北京-海淀区,1.5-2.5万/月,1、系统架构的开发；能给出系统的技术方案，核心代码开发和系统优化；2、参与制定代码规范、测试规范，建立起开发质量控制方法；3、协助团队攻克技术难关；参与技术调研，新技术引入等。任职资格：教育背景：本科及以上学历，计算机或相关专业毕业，能力优秀者可放宽;                                                              工作经验：4年以上                                                             技能、技术要求：1.熟练使用Python；精通Python开发框架：flask/django/tornado；2. 熟练使用MongoDB、redis、mysql 等数据库，熟悉性能优化；3. 对面向对象有深刻的理解、熟悉常用设计模式，熟悉微服务架构，有丰富的开发经验；4. 开发语言无依赖。有强烈的学习意愿，能够适应项目中不同语言的开发；认证资格要求：无                                                                                                                       通用胜任力素质要求：1. 有扎实的编程能力，思路清晰，善于思考，能独立分析和解决问题；2.责任心强，具备良好的团队合作精神和抗压能力；         职能类别：项目主管微信分享
Python web 开发工程师,北京华胜天成科技股份有限公司,北京-海淀区,1-2万/月,1.       从事Python软件开发（web开发方向）和软件设计等工作。2.       开发、维护、优化、实施自研的云计算产品。3.       根据开发进度和任务分配，按时完成相应模块软件的设计、开发、编程任务。4.       进行程序单元、功能的测试，查出软件存在的缺陷并解决。5.       完成相关的文档编写。职位要求： 1.       计算机相关专业，3年以上Web开发工作经验。2.       深刻理解计算机数据结构和算法设计，熟练使用Python，具备良好的代码风格。3.       熟练掌握Python web开发框架（Django、Flask或其他框架），理解HTTP协议。4.       熟悉linux操作系统原理，熟练运用系统命令。5.       熟悉云计算相关业务，有相关产品经验者优先。6.       做事严谨踏实，责任心强，有清晰的职业规划。7.       英文技术文档阅读无障碍。职能类别：软件工程师高级软件工程师微信分享
python,北京远大创新科技有限公司,北京,1.2-1.7万/月,"python岗位职责1、按照需求和设计文档开发指定的功能模块，独立进行软件设计、编码和调试；2、和软件工程师协作，完成产品化落地；3、在项目中承担核心开发工作，能够高质量地完成工作；4、能够对开发过程以及支持过程中快速找寻解决方案5、熟悉基本数据结构及标准库用法6、熟悉 WEB 编程架构,至少熟悉一种PythonWeb框架，如django、flask。7、至少熟练使用一种关系型数据库,如 MySQL,熟悉 Redis 等常用缓存方案。8、负责Web端的架构设计、程序设计、底层搭建、开发维护。9、负责数据API接口程序开发、调试与优化。10、根据需求进行odoo功能模块设计、odoo产品功能模块需求分析、设计和开发；python相关要求任职要求：1、全日制相关专业本科及以上学历，3年以上相关工作经验；2、精通python，熟悉Socket编程、HTTP、TCP协议等，有网络开发经验；3、精通MySQL，能独立完成整套数据库的搭建；4、熟悉Python多线程应用开发；5、熟悉Windows/Linux开发环境，有丰富的数据结构和算法知识； 6、具有良好的团队合作精神，有较强的解决问题的能力和钻研精神；7、有ERP开发经验，odoo(OpenERP)开发经验者优先考虑,熟悉odoo(OpenERP)二次开发；8、熟悉常用数据交换技术JSON,XML。职能类别：高级软件工程师微信分享"
python,重庆软维科技有限公司,北京,0.8-1万/月,1、要求Python，熟悉Flask、SQLAlchemy，有至少一个项目的独立研发经验。2、有通讯行业经验优先。职能类别：软件工程师微信分享
LinuxC++/Python研发工程师,北京好巧国际旅行社有限公司,北京-朝阳区,2-3.5万/月,"【岗位职责】负责在线服务数据平台的设计和实现。主要实现语言为C++/Python，开发环境为Linux。【任职要求】1、扎实的C++/Python编程基础，熟悉常用的开源库；2、深刻理解计算机原理，有良好的数据结构和算法基础；3、具备良好的识别和设计通用框架及模块的能力；4、热爱技术，工作认真、严谨，对系统质量有近乎苛刻的要求意识，善于沟通与团队协作；5、有扎实的编程能力，有优秀的设计和代码品位,热爱编程；6、具备大型网站或高并发系统开发、设计工作经验者优先；7、5年以上工作经验，有创业经验者优先。【好巧福利】1、休闲水吧台+咖啡饮料+小吃零食水果不间断+旅游出行酒店、机票享内部优惠+定期团建、吃喝玩乐；2、弹性工作+五险一金+商业保险+百万医疗+入职10天带薪年假+年度体检；3、更大的发展空间，好巧将尊重并全力支持你的Idea，你不再只是一颗螺丝钉，好巧文化：平等、互信、尽责、进步；4、只要你有能力，升职加薪你说了算；5、超和谐的工作氛围和人际关系，团队腾讯、百度、旅游业大咖云集，真正的扁平管理；6、好巧会为每位新伙伴入职提供人才地图攻略及导师计划，为你们的成长之路保驾护航。职能类别：互联网软件开发工程师微信分享"
Python开发工程师,博彦科技股份有限公司,北京,1-1.5万/月,"岗位职责：人工智能类产品的相关开发工作岗位要求：1.计算机相关专业本科及以上学历，2年以上开发经验；2.至少掌握一种动态语言的开发（如python,perl,ruby等），python优先；3.良好的学习能力、沟通能力，较强的抗压，独立工作和解决问题的能力；4.掌握基本的数据结构和算法知识；5.掌握C#或其他编程语言者优先。职能类别：互联网软件开发工程师微信分享"
Python开发工程师（产品研发）,北京东方金信科技有限公司,北京-东城区,0.8-1.5万/月,【岗位职责】1、深入分布式平台架构，发现并解决系统的重大故障及性能瓶颈，打造一流的产品平台；2、熟悉numpy等科学计算库，熟悉基本的图像处理（如：PIL库）3、熟悉（机器）深度学习的基本原理4、有TensorFlow框架使用经验者优先5、完成数据统计与分析的工作。职位要求：1、熟悉Python语言及基于Python的Web服务器端开发技术；2、了解Django等至少一种主流PythonWeb服务器端系统框架；3、理解Linuxshell常用设计模式，具有服务器端系统开发调试和性能调优经验；4、熟悉HTTP、Ajax等相关网络协议和主流前后端通信规范；5、熟悉XML、JSON、SOAP协议；6、对Nginx、Apache、Tomcat、MySQL等有一定的使用及维护经验；7、强烈的责任心，良好的沟通表达能力和团队合作职能类别：软件工程师高级软件工程师微信分享
招聘Python数据分析工程师一名,北京立方天地科技发展有限责任公司,北京-海淀区,1-1.5万/月,岗位职责：        1、技术人员职位，在上级的领导和监督下定期完成量化的工作要求；        2、能独立处理和解决所负责的任务；        3、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；        4、进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；        5、进行编制项目文档和质量记录的工作；        6、维护软件使之保持可用性和稳定性。 任职资格 ：        1、计算机相关专业背景，本科以上学历，具有较强的编程实现能力；        2、熟悉Python，熟悉Mysql或任意数据库，了解Redis；        3、有使用Python进行数据处理、统计分析，熟练使用numpy、pandas、scipy等数据处理包者优先，会使用机器学习者（sklearn，keras等）加分；        4、有一定的概率统计、数学建模、时序分析等数学基础者优先；        5、做事严谨踏实，责任心强，条理清楚，善于学习总结，有良好的团队合作精神和沟通协调能力。职能类别：软件工程师高级软件工程师关键字：软件Python工程师数据处理统计分析数学建模Mysql微信分享
中级研发工程师（Python）,上海司羽通信设备有限公司,北京-石景山区,1-1.5万/月,1.参与能力平台项目的详细设计工作，充分理解的项目需求和概要设计，辅助高级研发工程师完成系统的详细设计；2.负责编码实现，在评审后的详细设计说明书的基础上，进行系统的编码实现；3.对自己负责的开发工作，提供逻辑清晰的开发说明文档；4.负责版本测试及修改工作；5.负责上线后，运营、运维工作所需的技术支持；6.完成上级交办的其他工作。职责描述:1.4年以上开发经验，基本功扎实，精通Python；2.4年以上Linux经验，熟练使用常见命令与Shell脚本编程；3.熟悉主流开源框架，对Flask、Gevent、tornado等有深入了解；4.熟悉至少一种关系型数据库和至少一种非关系型数据库；5.熟悉Redis、memcached、RabbitMQ、RocketMQ等中间件产品；6.熟悉HTTP协议与RESTful架构风格，熟悉微服务架构；7.熟练使用Git，熟悉Pull Request工作流；8.对Docker有一定了解，能够独立编写Dockerfile、docker-compose配置文件；9.善于沟通，积极主动，有团队合作意识，有较强的分析问题、解决问题的能力；10.具有强烈的责任感，对产出负责。职能类别：软件工程师微信分享
